usuario_id,piso,habitacion,reporte,tipo_dano,fecha,estado,respuesta,fecha_creacion,fecha_respuesta,respondido_por
5,8,807,BUENOS DIAS PAR INFORMRA QUE LE TIMEBRE DE LA GHABIATCION 807 TIENE DEFECTOS,Timbre No Funciona,2021/01/14 00:00:00,Finalizada,Se explica al servicio como deben proceder cuando el timbre se quede pegado.,2021/01/15 00:00:00,2021/01/15 00:00:00,5
5,9,905A,Se solicita revision de timbres 905A 905 B los cuales no estan funcionales,Timbre Arrancado,2021/01/15 00:00:00,Finalizada,Se realiza la reparacion del timbre y hacen pruebas y se deja operativo,2021/01/18 00:00:00,2021/01/18 00:00:00,5
5,9,905B,Se solicita revision de timbres 905A 905 B los cuales no estan funcionales,Timbre Arrancado,2021/01/15 00:00:00,Finalizada,Se realiza la reparacion del timbre y hacen pruebas y se deja operativo,2021/01/18 00:00:00,2021/01/18 00:00:00,5
5,9,905A,Se solicita revision de timbres 905A 905 B los cuales no estan funcionales,Timbre No Funciona,2021/01/18 00:00:00,Finalizada,Se encuentra timbre con los cables rotos.  Se realiza soldadura y se instalan funcionales nuevamente,2021/01/18 00:00:00,2021/01/18 00:00:00,5
5,9,905B,Se solicita revision de timbres 905A 905 B los cuales no estan funcionales,Timbre Arrancado,2021/01/18 00:00:00,Finalizada,Se encuentra timbre con los cables rotos.  Se realiza soldadura y se instalan funcionales nuevamente,2021/01/18 00:00:00,2021/01/18 00:00:00,5
5,2,OBS 16,"EXTENSION: 1215
AREA-SERVICIO: URGENCIAS 2 PISO; FASE 2
HORARIO REALIZACION: 06:18
CAMBIO/REVISION ILUMINARIA: SI
CAMBIO/REVISION TOMA ELECTRICA: NO

BUENOS DIAS

EL TIMBRE DE ENFERMERIA DE LAS HABITACIONES; 16;19;20;33;36; SE ENCUENTRASN DISFUNCIONALES ; GRACIAS.
",Daño Fisico,2021/01/21 00:00:00,Finalizada,Se repara,2021/01/22 00:00:00,2021/01/22 00:00:00,5
5,2,OBS 19,"EXTENSION: 1215
AREA-SERVICIO: URGENCIAS 2 PISO; FASE 2
HORARIO REALIZACION: 06:18
CAMBIO/REVISION ILUMINARIA: SI
CAMBIO/REVISION TOMA ELECTRICA: NO

BUENOS DIAS

EL TIMBRE DE ENFERMERIA DE LAS HABITACIONES; 16;19;20;33;36; SE ENCUENTRASN DISFUNCIONALES ; GRACIAS.
",Daño Fisico,2021/01/21 00:00:00,Finalizada,Se repara,2021/01/22 00:00:00,2021/01/22 00:00:00,5
5,2,OBS 20,"EXTENSION: 1215
AREA-SERVICIO: URGENCIAS 2 PISO; FASE 2
HORARIO REALIZACION: 06:18
CAMBIO/REVISION ILUMINARIA: SI
CAMBIO/REVISION TOMA ELECTRICA: NO

BUENOS DIAS

EL TIMBRE DE ENFERMERIA DE LAS HABITACIONES; 16;19;20;33;36; SE ENCUENTRASN DISFUNCIONALES ; GRACIAS.
",Timbre Arrancado,2021/01/21 00:00:00,Finalizada,Se repara,2021/01/22 00:00:00,2021/01/22 00:00:00,5
5,2,OBS 33,"EXTENSION: 1215
AREA-SERVICIO: URGENCIAS 2 PISO; FASE 2
HORARIO REALIZACION: 06:18
CAMBIO/REVISION ILUMINARIA: SI
CAMBIO/REVISION TOMA ELECTRICA: NO

BUENOS DIAS

EL TIMBRE DE ENFERMERIA DE LAS HABITACIONES; 16;19;20;33;36; SE ENCUENTRASN DISFUNCIONALES ; GRACIAS.
",Timbre No Funciona,2021/01/21 00:00:00,Finalizada,Se repara,2021/01/22 00:00:00,2021/01/22 00:00:00,5
5,2,OBS 36,"EXTENSION: 1215
AREA-SERVICIO: URGENCIAS 2 PISO; FASE 2
HORARIO REALIZACION: 06:18
CAMBIO/REVISION ILUMINARIA: SI
CAMBIO/REVISION TOMA ELECTRICA: NO

BUENOS DIAS

EL TIMBRE DE ENFERMERIA DE LAS HABITACIONES; 16;19;20;33;36; SE ENCUENTRASN DISFUNCIONALES ; GRACIAS.
",Timbre No Funciona,2021/01/21 00:00:00,Finalizada,Se repara,2021/01/22 00:00:00,2021/01/22 00:00:00,5
5,2,OBS 26,"Buenas tardes; se realiza ronda de enfermeria
y se evidencia que timbre de la habitacion
numero 26 no se encuentra funcionando.

Gracias.

",Timbre No Funciona,2021/01/24 00:00:00,Finalizada,"Se realiza validacion del timbre y se encuentra
Que fue arrancado; provocando daños en el
Circuito ya que perdio un chip.

Se realiza cambio del sistema y se valida
Funcionamiento.",2021/01/25 00:00:00,2021/01/25 00:00:00,5
5,6,601A,"HOLA BUENOS DIAS
PARA REPORTAR DAÑO DE UN TIMBRE
DE LA BASE D E LA PARED

QUEDO ATENTO A SU COLABORACION

",Daño Fisico,2021/01/25 00:00:00,Finalizada,"Se realiza validacion del timbre y se encuentra
Sin la cubierta plastica en el compartimiento de
Conexión de la pera; no se evidencia daños en el
Circuito..

Se realiza cambio del sistema y se valida
Funcionamiento.",2021/01/25 00:00:00,2021/01/25 00:00:00,5
5,2,OBS 21,"SOLICITO AMABLEMTE ARREGLO DE TOMBRE CAMA 21 ;33 37;36 TELEVISIOR CAMA 40
SOLICITUD YA ATENDIDA.POR GUILLERMO
GRACIAS",Pulsador Dañado,2021/01/26 00:00:00,Finalizada,"Se realiza validación del timbre y se encuentra que sufrió un jalón y provoco la desconexion del puerto.
------------------------------
Se conecta nuevamente el puerto y se valida funcionamiento.",2021/01/26 00:00:00,2021/01/26 00:00:00,5
5,2,OBS 33,"SOLICITO AMABLEMTE ARREGLO DE TOMBRE CAMA 21 ;33 37;36 TELEVISIOR CAMA 40
SOLICITUD YA ATENDIDA.POR GUILLERMO
GRACIAS",Daño Fisico,2021/01/26 00:00:00,Finalizada,"Se realiza validación y se encuentra que por hardware el timbre se encuentra bien ya que funciona el pulsador pero en las pantallas no hay ninguna alerta.
----------------------------------
Se escala con ingevida para validar el problema",2021/01/26 00:00:00,2021/01/26 00:00:00,5
5,2,OBS 36,"SOLICITO AMABLEMTE ARREGLO DE TOMBRE CAMA 21 ;33 37;36 TELEVISIOR CAMA 40
SOLICITUD YA ATENDIDA.POR GUILLERMO
GRACIAS",Timbre Arrancado,2021/01/26 00:00:00,Finalizada,"Se realiza validación y se encuentra que por hardware el timbre se encuentra bien ya que funciona el pulsador pero en las pantallas no hay ninguna alerta.
----------------------------------
Se escala con ingevida para validar el problema",2021/01/26 00:00:00,2021/01/26 00:00:00,5
5,2,OBS 37,"SOLICITO AMABLEMTE ARREGLO DE TOMBRE CAMA 21 ;33 37;36 TELEVISIOR CAMA 40
SOLICITUD YA ATENDIDA.POR GUILLERMO
GRACIAS",Timbre Arrancado,2021/01/26 00:00:00,Finalizada,"Se realiza validación del caso; y se encuentra que los contactos de soldadura del puerto del pulsador estan desprendidos; esto ocurrido por un jalon del pulsador.
--------------------------------------------
Se realiza la soldadura nuevamente de los puntos y se valida funcionamiento.",2021/01/26 00:00:00,2021/01/26 00:00:00,5
5,2,OBS 22, SE  REQUIRE  SOPORTE TECNICO TIMBRES  21;22,Daño Fisico,2021/01/26 00:00:00,Finalizada,"Se realiza validación del caso; y se encuentra el timbre fue arrancado. Se le solicita al servicio la pera correspondiente.
----------------------------
Se esta pendiente que el servicio nos permita la pieza para poder realizar la reparación correspondiente.",2021/01/30 00:00:00,2021/01/30 00:00:00,5
5,2,OBS 14,"
BUENAS TARDES SOLICITO SU COLABORACION
PÁRA REPARAR EL TIMBRE DEL SEGUNDO PISO;
CUBICULO 14.
GRACIAS.",Daño Fisico,2021/01/26 00:00:00,Finalizada,"
Se realiza verificacion y se evidencia que
Sufrio un jalon en el cable rompiendo la
Cubierta del puerto.
---------------------------------------------
Se realiza cambio del puerto y se realiza
Pruebas de funcionamiento; con resultado
Satisfactorio.",2021/01/26 00:00:00,2021/01/26 00:00:00,5
5,2,OBS 13,Se encuentra timbre desajustado por un jalón. ; al realizar la ronda,Timbre Arrancado,2021/01/26 00:00:00,Finalizada,Se realiza el ajuste y pruebas de funcionamiento,2021/01/26 00:00:00,2021/01/26 00:00:00,5
5,2,OBS 26,Se encuentra timbre desajustado por un jalón al realizar la ronda,Daño Fisico,2021/01/27 00:00:00,Finalizada,Se realiza el ajuste y pruebas de funcionamiento,2021/01/27 00:00:00,2021/01/27 00:00:00,5
5,2,OBS 15,SE REPORTA DAÑO EN EL  TIMBRE  DE LLAMADO CUBICULO  15,Daño Fisico,2021/01/28 00:00:00,Finalizada,Se realiza validación del daño del timbre y se encuentra que esta desconectado internamente. se desmota y se vuelve a conectar y se deja operativo.,2021/01/29 00:00:00,2021/01/29 00:00:00,5
5,2,OBS 20,NO FUNCIONA EL TIMBRE HABITACION 20;22 SEGUNDO PISO,Daño Fisico,2021/02/02 00:00:00,Finalizada,Se realiza la validacion y se encuentra falla en el gateway se reinicia y se soluciona el fallo,2021/01/06 00:00:00,2021/01/06 00:00:00,5
5,2,OBS 22,NO FUNCIONA EL TIMBRE HABITACION 20;22 SEGUNDO PISO,Daño Fisico,2021/02/02 00:00:00,Finalizada,Se realiza la validacion y se encuentra falla en el gateway se reinicia y se soluciona el fallo,2021/01/06 00:00:00,2021/01/06 00:00:00,5
5,3,UCIN 13,arreglo de timbre del cubículo  13 y revisión de la nevera del cuarto limpio,Daño Fisico,2021/02/02 00:00:00,Finalizada,Se revisa toma y se enciuentra destruida por lo cual realiza cambio de interruptor y se soluciona el fallo.,2021/02/22 00:00:00,2021/02/22 00:00:00,5
5,7,701A,NOMBRE CONTACTO: HOSPITALIZACIÓN SEPTIMO,Daño Fisico,2021/02/22 00:00:00,Finalizada,Se encuentra timbre arrancado; se realiza el cambio y se deja operativo,2021/02/23 00:00:00,2021/02/23 00:00:00,5
5,7,701B,NOMBRE CONTACTO: HOSPITALIZACIÓN SEPTIMOBUEN DÍA; SE SOLICITA ARREGLO DE TIMBRE HABITACIÓN 701A - 701B.,Timbre Arrancado,2021/02/22 00:00:00,Finalizada,Se valida y se encuentra en buen estado,2021/02/23 00:00:00,2021/02/23 00:00:00,5
5,6,601A,SOLICITAR   ARREGLO DE UNTIMBRE  EN LA HABITACION  601A   YA  QUE NO SE ECUENTRA  CONECTADO   A    LOS CABLES DE CORRIENTE  ,Timbre Arrancado,2021/02/26 00:00:00,Finalizada,Se valida y se encuentra que el pasador plastico esta roto y el conector suelto; se conecta y se soluciona fallo.,2021/02/28 00:00:00,2021/02/28 00:00:00,5
5,9,902B,SE SOLICITA REVISION DE TIMBRE DE HABITACION 902B QUE NO SE ENCUENTRA FUNCIONANDO,Timbre No Funciona,2021/02/28 00:00:00,Finalizada,Se valida y se cambia timbre ya que presenta ruptura en el conector.,2021/03/01 00:00:00,2021/03/01 00:00:00,5
5,9,904B, SE SOLICITA REVISION DEL TIMBRE DE HABITACION 904B QUE SE ENCUENTRA DAÑADO; NO ENCIENDE EN CUANDO SE ACTIVA.,Timbre No Funciona,2021/03/01 00:00:00,Finalizada,"Se realiza validación del timbre y se encuentra que sufrió un jalón y provoco la desconexion del puerto.
------------------------------
Se conecta nuevamente el puerto y se valida funcionamiento.",2021/03/01 00:00:00,2021/03/01 00:00:00,5
5,6,602B,"
HOLA BUENOS DIAS
PARA SOLICITAR REVISION DE UN TIMBRE EN LA HABITACION 602B NO FUNCIONAL",Daño Fisico,2021/03/01 00:00:00,Finalizada,"Se realiza validación del timbre y se encuentra que sufrió un jalón y provoco la rotura del cable del puerto.
------------------------------
Se realiza cambio del panel y se deja operativo nuevamente",2021/03/01 00:00:00,2021/03/01 00:00:00,5
5,2,OBS 4, Buenas tardes; para hacer la solicitud del arreglo del timbre del cubículo numero 4 del área de urgencias segundo piso; fase 1.,Daño Fisico,2021/01/28 00:00:00,Finalizada,Se repara interruptor pero como no se tien completo se refuerza con cinta aislante; se hacen pruebas se informa al servicio de la inatalacion y se deja operativo.,2021/03/02 00:00:00,2021/03/02 00:00:00,5
5,6,601A,BUEN DIA SE EVIDENCIA EL DIA DE HOY QUE EL TIMBRE DE LA CAMA 601 A NO FUNCIONA Y ESTA SAFO.,Timbre Arrancado,2021/03/05 00:00:00,Finalizada,"Buen dia

Se realiza validacion del caso y se encuentra el panel donde se conecta el pulsador roto; provocando que se suelte facilmente.

Se ajusta y se valida funcionamiento con resultado exitoso
",2021/03/05 00:00:00,2021/03/05 00:00:00,5
5,2,OBS 19,"Buenos dias:

Por favor hacer revision y arreglo de los timbres de las camas 19 que no funciona y timbre de la cama 25 que no se puede desactivar.

Muchas gracias",Daño Fisico,2021/02/06 00:00:00,Finalizada,"Se desconecto el puerto del pulsador y el plastico esta roto.
---------------------------------
Se reconecto el pulsado y se ajusto el plastico; se realiza pruebas de funcionamiento de forma exitosa",2021/03/08 00:00:00,2021/03/08 00:00:00,5
5,2,OBS 25,"Buenos dias:

Por favor hacer revision y arreglo de los timbres de las camas 19 que no funciona y timbre de la cama 25 que no se puede desactivar.

Muchas gracias",Daño Fisico,2021/02/06 00:00:00,Finalizada,"Se desconecto el puerto del pulsador y la logica se desprendio.
---------------------------------
Se realiza cambio del panel; se realiza pruebas de funcionamiento de forma exitosa",2021/03/08 00:00:00,2021/03/08 00:00:00,5
5,2,OBS 29," BUENAS NOCHES:

POR FAVOR HACER REVISION DEL TIMBRE DE LA CAMA 29 DE OBSERVACION PISO 2 EL CUAL NO SE ENCUENTRA FUNCIONANDO.

GRACIAS",Daño Fisico,2021/02/22 00:00:00,Finalizada,"Se desoldaron los cables del puerto del pulsador
---------------------------------
Se realiza cambio del panel; se realiza pruebas de funcionamiento de forma exitosa
",2021/03/08 00:00:00,2021/03/08 00:00:00,5
5,8,802A,"
buenas la prensente espa dar aconocer el timbre de la habitacion 802a lo encuentro dañado con el soporte de plastico roto. agradesco la colaboracion pra la solucion del mismo.

gracias.",Daño Fisico,2021/03/06 00:00:00,Finalizada,"Se desoldaron los cables del puerto del pulsador
---------------------------------
Se realiza cambio del panel; se realiza pruebas de funcionamiento de forma exitosa
",2021/03/08 00:00:00,2021/03/08 00:00:00,5
5,2,OBS 10,"Buenos días;

Por favor me pueden colaborar con la revisión del timbre del cubículo 10 del segundo piso fase 1.

Gracias.",Timbre No Funciona,2021/03/09 00:00:00,Finalizada,"Buen dia

Se realiza validacion del caso y se encuentra daños fisicos.
-----------------------------------------------------------
Se realiza cambio del panel y se realiza pruebas de funcionamiento con resultado exitoso",2021/03/10 00:00:00,2021/03/10 00:00:00,5
5,8,801A," REPORTE

801 A TIMBRE (ENCIENDE LUZ VERDE; NO SUENA)
804 A CABLE DE TIMBRE DAÑADO
804 B FALTA GANCHO DE SOSTENER TIMBRE
805 A CABLE DE TIMBRE DAÑADO",Timbre Arrancado,2021/03/09 00:00:00,Finalizada,Se realiza validación y el timbre funciona correctamente,2021/03/10 00:00:00,2021/03/10 00:00:00,5
5,1,OBS 20,Habitacion 20,Daño Fisico,2021/03/17 00:00:00,Finalizada,Se evidencian que alaron el timbre y se encuentra desconecta,2021/03/19 00:00:00,2021/03/19 00:00:00,5
5,1,OBS 15,Habitacion 15,Daño Fisico,2021/03/17 00:00:00,Finalizada,Se evidencian que alaron el timbre y se encuentra desconecta,2021/03/22 00:00:00,2021/03/22 00:00:00,5
5,9,905B,SE SOLICITA REVISION DE TIMBRE HABITACION 905B EL UAL HA SIDO REPORTADO EN MULTIPLES OCASIONES,Pulsador Dañado,2021/03/29 00:00:00,Finalizada,Se encuentra timbre desprendido los cables del circuito se realiza cambio y se hacen pruebas se deja operativo,2021/03/29 00:00:00,2021/03/29 00:00:00,5
5,7,702B,por  medio de la presente  solicito colaboración para  revisión de  timbre  de  enfermería  habitación 702a  ya que no funciona para llamado,Timbre Arrancado,2021/03/29 00:00:00,Finalizada,Se encuentra timbre desprendido y destruido; se realiza cambio y se hacen pruebas se deja operativo,2021/03/29 00:00:00,2021/03/29 00:00:00,5
5,7,704A, HOLA BUENOS    DIAS PARA SOLICITAR  MANTENIMIENTO DE    TIMBRE    DE LA HABITACION   704A- 704B LA BASE  . DEL TIMBRE,Timbre No Funciona,2021/03/29 00:00:00,Finalizada,Se encuentra timbre desprendido y destruido; se realiza cambio y se hacen pruebas se deja operativo,2021/03/29 00:00:00,2021/03/29 00:00:00,5
5,7,704B, HOLA BUENOS    DIAS PARA SOLICITAR  MANTENIMIENTO DE    TIMBRE    DE LA HABITACION   704A- 704B LA BASE  . DEL TIMBRE,Timbre Arrancado,2021/03/29 00:00:00,Finalizada,Se encuentra timbre desprendido y destruido; se realiza cambio y se hacen pruebas se deja operativo,2021/03/29 00:00:00,2021/03/29 00:00:00,5
5,6,601A,"Cordial saludo;

Se reporta timbre de habitacion 601a quien pacientelo arranca.

Gracias",Timbre Arrancado,2021/03/28 00:00:00,Finalizada,Se encuentra timbre desprendido los cables del circuito se realiza cambio y se hacen pruebas se deja operativo,2021/03/28 00:00:00,2021/03/28 00:00:00,5
5,2,OBS 14,"NOMBRE CONTACTO: VALENTINA MARIN
SEDE: CLINICA NUEVA EL LAGO
TELÉFONO / EXTENSIÓN: 1206-1205
IP EQUIPO: TIMBRE

BUENAS TARDES; LA PRESENTE ES PARA SOLICITAR LA REVISION DE EL TIMBRE DE LA CAMA 14 DE OBSERVACION SEGUNDO PISO YA QUE NO ESTA FUNCIONANDO.
GRACIAS..",Timbre No Funciona,2021/03/30 00:00:00,Finalizada,"Buen dia

Se realiza valoracion del caso y se encuentra que el timbre fue arrancado; desconectando el puerto.

Se ajusta la conexion del puerto del pulsador y se realiza pruebas de funcionamiento con resultado satisfactorio",2021/03/30 00:00:00,2021/03/30 00:00:00,5
5,9,903B,"NOMBRE CONTACTO: NOVENO PISO
SEDE: CLINICA NUEVA EL LAGO
AREA: HOSPITALIZACION
CELULAR/ FIJO / EXTENSIÓN: 1905
IP EQUIPO: .

SE SOLICITA REVISION DE TIMBRE DE HABITACION 903B EL CUAL NO SE ENCUENTRA FUNCIONANDO",Timbre Arrancado,2021/04/03 00:00:00,Finalizada,"Buen dia

Se realiza valorazion del caso y se encuentra que el timbre fue arrancado .
De realiza cambio de panel completo pero no se encuentra la pera del pulsador. se le informa al servicio; el cual informan que no les dejaron nada.

Se recomienda entregar la pera del pulsador a sistemas para su instalacion.
",2021/04/03 00:00:00,2021/04/03 00:00:00,5
5,2,OBS 4,"NOMBRE CONTACTO: CLINICA NUEVA EL LAGO
SEDE: CLINCA NUEVA EL LAGO
AREA: URGENCIAS SEGUNDO PISO FASE
CELULAR/ FIJO / EXTENSIÓN: 1205 1206
IP EQUIPO: TIMBRE HABITACION 04 - 14

buenas noches solicitamos la revison de los timbres de los cubiculos 04 -- 14 de observacion segundo piso fase 1 gracias",Daño Fisico,2021/04/02 00:00:00,Finalizada,"Buen dia

Se realiza valorazion del caso y se encuentra:

En el habitacion 04: la pera del pulsador fue arrancada y remendada con cinta.
Se realiza cambio de la pera mientras se consigue las piezas para reparar la pera.",2021/04/03 00:00:00,2021/04/03 00:00:00,5
5,1,OBS 18,"NOMBRE CONTACTO: JEFE DEL SERVICIO
SEDE: CNL
AREA: URGENCIAS FASE DOS PISO UNO
CELULAR/ FIJO / EXTENSIÓN: 1115
IP EQUIPO: 0000

BUENOS DIAS

PORFAVOR REALIZAR REVISION DEL TIMBRE DE LA CAMA 18

GRACIAS",Daño Fisico,2021/04/02 00:00:00,Finalizada,"Buen dia

Se realiza valorazion del caso y se encuentra que el timbre fue jalado; provocando la desconexion del puerto de la pera del pulsador.

Se realiza cambio del panel completo y se realiza pruebas de funcionamiento con resultado satisfactorio.",2021/04/03 00:00:00,2021/04/03 00:00:00,5
5,2,OBS 31, BUENOS DIAS ES PARA REPORTAR QUE EN LA NOCHE DURANTE EL TURNO EN LA HABITACION DE OBSERVACION 18 SE ENCONTRARON LOS SIGUIENTES TIMBRES ( 19; 20;  31) LOS CUALES NO ESTAN EN FUNCIONAMIENTO.,Timbre Arrancado,2021/04/07 00:00:00,Finalizada,Se realiza valorazion del caso y se encuentra que el timbre fue jalado; provocando la desconexion del puerto de la pera del pulsador.,2021/04/07 00:00:00,2021/04/07 00:00:00,5
5,6,603B,Solicito de su amable colaboracion con los timbres de la habitacion 603b que no suena y habitacion 605a que NASE por accidente lo arranco.,Daño Fisico,2021/04/09 00:00:00,Finalizada,Se encuentra desprendido el conector de la base; y al desmontarlo se encuentra desconectado del circuito; se realiza cambio de tibre y se haces pruebas de funcionamiento se deja operativo.,2021/04/09 00:00:00,2021/04/09 00:00:00,5
5,6,605A,Solicito de su amable colaboracion con los timbres de la habitacion 603b que no suena y habitacion 605a que NASE por accidente lo arranco.,Timbre No Funciona,2021/04/09 00:00:00,Finalizada,Se encuentra desprendido el conector de la base; se realiza cambio de tibre y se haces pruebas de funcionamiento se deja operativo.,2021/04/09 00:00:00,2021/04/09 00:00:00,5
5,1,REANIMACION 1A,Se solicita por favor la revisÍon y el arreglo de los siguientes timbres. Piso 1 CAMAS 01;04;07;12;14;20; REANIMACIÓN 1; PISO 2 19;20;21;22;23;33;36;37;42; Gracias,Timbre No Funciona,2021/04/02 00:00:00,Finalizada,Se reinicia gate y se soluciona fallo.,2021/04/11 00:00:00,2021/04/11 00:00:00,5
5,1,REANIMACION 1A,Se solicita por favor la revisÍon y el arreglo de los siguientes timbres. Piso 1 CAMAS 01;04;07;12;14;20; REANIMACIÓN 1; PISO 2 19;20;21;22;23;33;36;37;42; Gracias,Timbre No Funciona,2021/04/02 00:00:00,Finalizada,Se encuentra desprendido el conector de la base; se realiza cambio de tibre ya que la pasta que sostiene el conector esta rota; se haces pruebas de funcionamiento se deja operativo.,2021/04/11 00:00:00,2021/04/11 00:00:00,5
5,9,901A,"NOMBRE CONTACTO: LEIDY VELANDIA
SEDE: CNEL
AREA: HOSPITALIZACION PISO
CELULAR/ FIJO / EXTENSIÓN: 1905
IP EQUIPO: NA

SE REALIZA LA SOLITUD PARA REVISAR LOS TIMBRES DE LA HABITACION 901A Y 903B MUCHAS GRACIAS",Daño Fisico,2021/04/14 00:00:00,Finalizada,"Se encuentra pulsador arrancado donde se evidencia rotura de los cables del puerto de la pera.
-------------------------------------
Se realiza soldadura del puerto y se le entrega al servicio para su instalacion.",2021/04/14 00:00:00,2021/04/14 00:00:00,5
5,8,801B,En la presente se reporta el no funcionamiento de los siguientes timbres: 801B; 802A; 802B; 803A; 803B; 805A. 808A; 808B y sala de procedimientos.,Timbre No Funciona,2021/04/16 00:00:00,Finalizada,Se encuentra timbre medio puesto; sin shipe; se repara y se coloca shipe; se hacen pruebas y se soluciona fallo,2021/04/17 00:00:00,2021/04/17 00:00:00,5
5,7,706B, HOLA  BUENOS  DIA PARA SOLICITAR    MANTENIMIENTO DE  EL TIMBRE    DE LA HABITACION 706B,Timbre No Funciona,2021/04/19 00:00:00,Finalizada,Se revisa y se encuentra timbre arrancado; se realiza el cambio se hacen pruebas y se deja operativo.,2021/04/19 00:00:00,2021/04/19 00:00:00,5
5,8,802A,Solicito revision del timbre de la habitacion 802A ya que no funciona,Timbre No Funciona,2021/04/23 00:00:00,Finalizada,Se encuentra tapa del conector rota por lo cual se realiza el cambio y se deja operativo el timbre.,2021/04/23 00:00:00,2021/04/23 00:00:00,5
5,6,601B,en la habitacion del 601B el timbre no se encuentra funcional,Timbre Arrancado,2021/05/04 00:00:00,Finalizada,Se repara conector del pulsador y se deja operativo,2021/05/05 00:00:00,2021/05/05 00:00:00,5
5,6,618B, El televisor y el timbre de la habitacion 318a aparece sin conexion.,Daño Fisico,2021/05/04 00:00:00,Finalizada,Sevalida y se hace todo el proceso de verificacion del timbre y se escala al proveedor; el cual encuentra que la instalaciond elciruito esta mal conectada lo revisan y lo dejan operativo.,2021/05/08 00:00:00,2021/05/08 00:00:00,5
5,8,806B,SE SOLICITA REVISION DE TIMBRES A LAS HABITACIONES 806B Y 808B,Timbre No Funciona,2021/05/05 00:00:00,Finalizada,Se encuentra conector arrancado se cambia y se dej aoperativo,2021/05/05 00:00:00,2021/05/05 00:00:00,5
5,8,808B,SE SOLICITA REVISION DE TIMBRES A LAS HABITACIONES 806B Y 808B,Timbre No Funciona,2021/05/05 00:00:00,Finalizada,Se encuentra pulsador arrancado se solda el conector y se deja operativo,2021/05/05 00:00:00,2021/05/05 00:00:00,5
